Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,8.477810,8.549656,8.334119,8.477810,3.218504,5482988
2007-01-04,8.405965,8.621502,8.405965,8.549656,3.245780,10892068
2007-01-05,8.549656,8.621502,8.477810,8.549656,3.245780,6250464
2007-01-08,8.477810,8.549656,8.405965,8.405965,3.191229,3594918
2007-01-09,8.405965,8.477810,8.405965,8.477810,3.218504,6942780
2007-01-10,8.477810,8.477810,8.262273,8.334119,3.163954,7244120
2007-01-11,8.334119,8.334119,8.118581,8.118581,3.082127,8488729
2007-01-12,8.190427,8.262273,8.118581,8.118581,3.082127,9583155
2007-01-15,8.190427,8.334119,8.190427,8.262273,3.136678,7857238
2007-01-16,8.262273,8.334119,8.190427,8.334119,3.163954,6892951
2007-01-17,8.334119,8.477810,8.334119,8.477810,3.218504,13252678
2007-01-18,8.477810,8.621502,8.477810,8.621502,3.273056,19715960
2007-01-19,8.621502,8.693348,8.477810,8.549656,3.245780,17989625
2007-01-22,8.549656,8.621502,8.477810,8.621502,3.273056,11033900
2007-01-23,8.549656,8.693348,8.477810,8.621502,3.273056,14940597
2007-01-24,8.621502,8.980731,8.621502,8.837040,3.354883,26300473
2007-01-25,8.837040,8.980731,8.837040,8.980731,3.409432,18437250
2007-01-26,8.908885,8.908885,8.765194,8.837040,3.354883,5406435
2007-01-29,8.837040,8.980731,8.765194,8.908885,3.382157,6041267
2007-01-30,8.908885,8.908885,8.765194,8.837040,3.354883,5928247
2007-01-31,8.837040,9.124423,8.837040,9.052577,3.436708,9641335
2007-02-02,9.124423,9.483652,9.124423,9.483652,3.600361,26203460
2007-02-05,9.483652,9.699190,9.483652,9.555498,3.627636,12658211
2007-02-06,9.555498,9.699190,9.555498,9.627344,3.654912,14210979
2007-02-07,9.627344,9.842882,9.555498,9.771036,3.709463,11776462
2007-02-08,9.771036,9.914727,9.699190,9.842882,3.736739,11726215
2007-02-09,9.842882,9.842882,9.627344,9.771036,3.709463,6646730
2007-02-12,9.771036,9.771036,9.555498,9.699190,3.682189,6084971
2007-02-13,9.627344,9.699190,9.483652,9.555498,3.627636,6758636
2007-02-14,9.627344,9.627344,9.483652,9.627344,3.654912,5802840
2007-02-15,9.627344,9.627344,9.339961,9.411806,3.573086,9413625
2007-02-16,9.411806,9.411806,9.339961,9.411806,3.573086,7329024
2007-02-21,9.339961,9.483652,9.339961,9.483652,3.600361,12089911
2007-02-22,9.483652,9.627344,9.411806,9.555498,3.627636,19494235
2007-02-23,9.555498,9.555498,9.411806,9.555498,3.627636,6651462
2007-02-26,9.555498,9.555498,9.339961,9.411806,3.573086,5280193
2007-02-27,9.411806,9.411806,9.124423,9.339961,3.545811,12792944
2007-02-28,8.621502,9.052577,8.334119,8.980731,3.409432,27205049
2007-03-01,8.908885,8.980731,8.765194,8.765194,3.327607,9946294
2007-03-02,8.765194,8.908885,8.765194,8.765194,3.327607,13177099
2007-03-05,8.693348,8.693348,8.405965,8.477810,3.218504,17147544
2007-03-06,8.549656,8.693348,8.477810,8.621502,3.273056,8473696
2007-03-07,8.765194,8.908885,8.549656,8.621502,3.273056,9807246
2007-03-08,8.837040,8.908885,8.765194,8.837040,3.354883,4654548
2007-03-09,8.908885,9.052577,8.908885,8.908885,3.382157,7298820
2007-03-12,8.980731,9.052577,8.980731,9.052577,3.436708,7713597
2007-03-13,9.052577,9.196269,8.908885,8.980731,3.409432,7289773
2007-03-14,8.765194,8.837040,8.549656,8.621502,3.273056,9226697
2007-03-15,8.693348,8.908885,8.693348,8.765194,3.327607,2078060
2007-03-16,8.765194,8.980731,8.765194,8.980731,3.409432,8820829
2007-03-19,8.908885,9.124423,8.908885,9.052577,3.436708,6054629
2007-03-20,9.124423,9.196269,9.052577,9.124423,3.463984,3973785
2007-03-21,9.124423,9.196269,9.052577,9.052577,3.436708,3835015
2007-03-22,9.052577,9.339961,9.052577,9.052577,3.436708,6099586
2007-03-23,9.124423,9.196269,9.052577,9.124423,3.463984,3043877
2007-03-26,9.124423,9.196269,9.052577,9.052577,3.436708,2465138
2007-03-27,9.124423,9.196269,9.052577,9.052577,3.436708,1355540
2007-03-28,8.980731,9.196269,8.980731,9.124423,3.463984,5768600
2007-03-29,9.052577,9.124423,8.980731,9.124423,3.463984,5370803
2007-03-30,9.124423,9.196269,9.052577,9.196269,3.491260,6330497
2007-04-02,9.196269,9.196269,9.052577,9.052577,3.436708,4434076
2007-04-03,9.052577,9.196269,9.052577,9.052577,3.436708,4534569
2007-04-04,9.124423,9.196269,9.052577,9.052577,3.436708,14281547
2007-04-05,9.124423,9.196269,9.124423,9.196269,3.491260,5913215
2007-04-06,9.124423,9.196269,9.124423,9.196269,3.491260,2378982
2007-04-09,9.196269,9.339961,9.124423,9.268115,3.518535,11955874
2007-04-10,9.052577,9.124423,8.980731,9.124423,3.574831,6737619
2007-04-11,9.052577,9.124423,8.908885,8.980731,3.518534,8307647
2007-04-12,8.980731,8.980731,8.837040,8.837040,3.462239,6154704
2007-04-13,8.837040,8.980731,8.837040,8.908885,3.490386,7647762
2007-04-16,8.908885,9.124423,8.837040,9.124423,3.574831,7942003
2007-04-17,9.124423,9.124423,9.052577,9.052577,3.546683,5378876
2007-04-18,9.052577,9.124423,9.052577,9.124423,3.574831,4121601
2007-04-19,9.052577,9.124423,8.765194,9.052577,3.546683,16627403
2007-04-20,8.980731,9.052577,8.908885,8.980731,3.518534,2140694
2007-04-23,8.980731,9.052577,8.908885,8.908885,3.490386,2226850
2007-04-24,8.908885,8.908885,8.765194,8.837040,3.462239,11547639
2007-04-25,8.837040,8.837040,8.693348,8.693348,3.405941,9514814
2007-04-26,8.693348,8.693348,8.693348,8.693348,3.405941,0
2007-04-27,8.765194,8.908885,8.621502,8.693348,3.405941,15935644
