Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,1.356881,1.383487,1.348013,1.383487,0.770531,11990742
2007-01-04,1.383487,1.383487,1.365750,1.365750,0.760652,13409245
2007-01-05,1.374618,1.383487,1.365750,1.374618,0.765591,10822000
2007-01-08,1.374618,1.374618,1.365750,1.374618,0.765591,8041938
2007-01-09,1.374618,1.374618,1.365750,1.365750,0.760652,12765393
2007-01-10,1.365750,1.374618,1.348013,1.374618,0.765591,12504921
2007-01-11,1.365750,1.383487,1.356881,1.383487,0.770531,24526109
2007-01-12,1.383487,1.427829,1.383487,1.401224,0.780410,62304729
2007-01-15,1.401224,1.418961,1.392355,1.401224,0.780410,28440521
2007-01-16,1.418961,1.418961,1.410092,1.418961,0.790288,18698748
2007-01-17,1.418961,1.427829,1.410092,1.410092,0.785349,18047003
2007-01-18,1.410092,1.445566,1.410092,1.445566,0.805106,51110061
2007-01-19,1.436698,1.454435,1.427829,1.445566,0.805106,43571590
2007-01-22,1.445566,1.516514,1.445566,1.507646,0.839681,48684062
2007-01-23,1.516514,1.560857,1.516514,1.560857,0.869317,63507299
2007-01-24,1.560857,1.578594,1.551988,1.560857,0.869317,53440780
2007-01-25,1.560857,1.578594,1.525383,1.534251,0.854499,17550302
2007-01-26,1.534251,1.534251,1.507646,1.516514,0.844620,13885086
2007-01-29,1.516514,1.543120,1.507646,1.543120,0.859438,20606058
2007-01-30,1.543120,1.560857,1.534251,1.560857,0.869317,18861684
2007-01-31,1.560857,1.578594,1.551988,1.569725,0.874256,24935422
2007-02-02,1.569725,1.614068,1.569725,1.614068,0.898953,89187492
2007-02-05,1.614068,1.622936,1.596331,1.605199,0.894013,29759796
2007-02-06,1.605199,1.614068,1.587462,1.596331,0.889074,26410868
2007-02-07,1.596331,1.614068,1.578594,1.596331,0.889074,29717512
2007-02-08,1.596331,1.596331,1.578594,1.587462,0.884134,19207852
2007-02-09,1.587462,1.596331,1.578594,1.596331,0.889074,24367683
2007-02-12,1.587462,1.587462,1.569725,1.578594,0.879195,17095885
2007-02-13,1.578594,1.587462,1.560857,1.578594,0.879195,32273184
2007-02-14,1.587462,1.596331,1.578594,1.587462,0.884134,27278545
2007-02-15,1.587462,1.614068,1.587462,1.614068,0.898953,38752290
2007-02-16,1.614068,1.614068,1.596331,1.614068,0.898953,5656532
2007-02-21,1.622936,1.631805,1.614068,1.631805,0.908831,21980021
2007-02-22,1.622936,1.631805,1.614068,1.622936,0.903892,14236329
2007-02-23,1.622936,1.631805,1.614068,1.631805,0.908831,12995421
2007-02-26,1.631805,1.631805,1.622936,1.622936,0.903892,15843138
2007-02-27,1.622936,1.622936,1.551988,1.587462,0.884134,33934681
2007-02-28,1.418961,1.560857,1.401224,1.560857,0.869317,77329240
2007-03-01,1.560857,1.587462,1.534251,1.551988,0.864377,37879539
2007-03-02,1.543120,1.543120,1.489909,1.507646,0.839681,44285351
2007-03-05,1.489909,1.489909,1.392355,1.463303,0.814985,64807969
2007-03-06,1.454435,1.489909,1.445566,1.489909,0.829803,25829598
2007-03-07,1.498777,1.534251,1.498777,1.525383,0.849560,24303411
2007-03-08,1.525383,1.560857,1.516514,1.543120,0.859438,10845116
2007-03-09,1.551988,1.569725,1.543120,1.551988,0.864377,20471876
2007-03-12,1.551988,1.596331,1.551988,1.596331,0.889074,16272184
2007-03-13,1.596331,1.605199,1.578594,1.596331,0.889074,26881071
2007-03-14,1.551988,1.587462,1.525383,1.587462,0.884134,29312145
2007-03-15,1.587462,1.596331,1.569725,1.596331,0.889074,57983258
2007-03-16,1.543120,1.543120,1.525383,1.543120,0.869095,31669926
2007-03-19,1.534251,1.543120,1.525383,1.525383,0.859105,9756432
2007-03-20,1.525383,1.543120,1.525383,1.543120,0.869095,10920664
2007-03-21,1.543120,1.569725,1.543120,1.551988,0.874089,26242294
2007-03-22,1.560857,1.596331,1.560857,1.569725,0.884079,37518147
2007-03-23,1.578594,1.596331,1.569725,1.587462,0.894069,18895511
2007-03-26,1.587462,1.587462,1.569725,1.587462,0.894069,10217051
2007-03-27,1.587462,1.587462,1.560857,1.569725,0.884079,11912375
2007-03-28,1.560857,1.560857,1.551988,1.560857,0.879084,5772673
2007-03-29,1.560857,1.560857,1.543120,1.560857,0.879084,8606295
2007-03-30,1.560857,1.578594,1.551988,1.569725,0.884079,22194826
2007-04-02,1.569725,1.578594,1.560857,1.569725,0.884079,19477909
2007-04-03,1.569725,1.596331,1.569725,1.587462,0.894069,19130049
2007-04-04,1.596331,1.605199,1.587462,1.596331,0.899064,25803663
2007-04-05,1.596331,1.605199,1.587462,1.605199,0.904058,23241789
2007-04-06,1.596331,1.622936,1.596331,1.614068,0.909053,34737522
2007-04-09,1.614068,1.631805,1.596331,1.622936,0.914048,23849558
2007-04-10,1.614068,1.622936,1.605199,1.622936,0.914048,9219701
2007-04-11,1.614068,1.631805,1.614068,1.631805,0.919043,20633684
2007-04-12,1.622936,1.631805,1.614068,1.631805,0.919043,14877361
2007-04-13,1.631805,1.631805,1.614068,1.631805,0.919043,14141048
2007-04-16,1.631805,1.658411,1.622936,1.640674,0.924038,29521876
2007-04-17,1.658411,1.676148,1.658411,1.676148,0.944017,39922159
2007-04-18,1.676148,1.676148,1.649542,1.667279,0.939022,17468552
2007-04-19,1.667279,1.667279,1.631805,1.640674,0.924038,26783535
2007-04-20,1.640674,1.667279,1.631805,1.649542,0.929033,11037369
2007-04-23,1.658411,1.685016,1.649542,1.667279,0.939022,34445477
2007-04-24,1.667279,1.693885,1.658411,1.685016,0.949012,29038705
2007-04-25,1.685016,1.693885,1.658411,1.685016,0.949012,11359295
2007-04-26,1.685016,1.685016,1.685016,1.685016,0.949012,0
2007-04-27,1.685016,1.685016,1.667279,1.676148,0.944017,11385229
2007-04-30,1.676148,1.685016,1.667279,1.676148,0.944017,22295181
2007-05-03,1.676148,1.720490,1.676148,1.711622,0.963996,26099654
2007-05-04,1.711622,1.738227,1.702753,1.738227,0.978981,11176626
2007-05-07,1.738227,1.773701,1.738227,1.755964,0.988970,22373548
2007-05-08,1.764833,1.764833,1.738227,1.747096,0.983976,12438394
2007-05-09,1.738227,1.747096,1.729359,1.729359,0.973986,10273994
2007-05-10,1.729359,1.755964,1.729359,1.747096,0.983976,20908251
2007-05-11,1.747096,1.755964,1.720490,1.755964,0.988970,8097754
2007-05-14,1.755964,1.773701,1.747096,1.755964,0.988970,8455762
2007-05-15,1.755964,1.764833,1.738227,1.755964,0.988970,9159939
2007-05-16,1.738227,1.755964,1.729359,1.747096,0.983976,13149900
2007-05-17,1.747096,1.755964,1.738227,1.747096,0.983976,5546592
2007-05-18,1.738227,1.755964,1.729359,1.755964,0.988970,7275744
2007-05-21,1.738227,1.747096,1.729359,1.738227,0.978981,11797361
