Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,70.879997,70.910004,69.559998,69.769997,29.472479,1579000
2007-01-04,69.120003,69.360001,68.489998,68.650002,28.999348,1936000
2007-01-05,67.389999,67.529999,66.830002,67.389999,28.467110,2161500
2007-01-08,67.260002,67.449997,66.489998,66.800003,28.217884,1447900
2007-01-09,66.309998,66.779999,66.059998,66.529999,28.103819,1588900
2007-01-10,66.320000,66.629997,65.889999,65.970001,27.867268,1708800
2007-01-11,66.059998,67.220001,66.019997,66.279999,27.998215,1684500
2007-01-12,66.570000,67.849998,66.570000,67.809998,28.644533,1625100
2007-01-16,67.959999,68.190002,67.290001,67.480003,28.505116,1884500
2007-01-17,67.239998,68.239998,67.239998,68.239998,28.826162,1309800
2007-01-18,68.519997,68.720001,67.849998,68.110001,28.771254,1429900
2007-01-19,67.980003,68.800003,67.910004,68.800003,29.062727,1090000
2007-01-22,68.680000,68.739998,67.699997,67.919998,28.690983,1177600
2007-01-23,68.309998,69.279999,68.230003,69.180000,29.223238,1167500
2007-01-24,69.180000,69.300003,68.639999,69.300003,29.273939,1538400
2007-01-25,68.470001,68.529999,67.809998,67.809998,28.644533,1259500
2007-01-26,68.129997,68.349998,67.730003,68.199997,28.809271,1221600
2007-01-29,67.879997,68.080002,67.470001,67.550003,28.534698,1065600
2007-01-30,67.790001,68.599998,67.709999,68.400002,28.893753,941500
2007-01-31,67.300003,68.320000,67.059998,68.250000,28.830391,1647100
2007-02-01,69.180000,69.599998,69.000000,69.480003,29.349976,1363600
2007-02-02,68.180000,68.250000,67.680000,68.019997,28.733225,1787700
2007-02-05,68.190002,68.389999,67.889999,68.389999,28.889540,1362700
2007-02-06,68.139999,68.360001,67.900002,68.330002,28.864187,994700
2007-02-07,68.040001,68.070000,67.169998,67.320000,28.710640,1223700
2007-02-08,66.879997,67.839996,66.720001,67.739998,28.889774,1088200
2007-02-09,66.790001,67.050003,66.500000,66.529999,28.373732,1226500
2007-02-12,66.220001,66.400002,65.970001,66.300003,28.275637,880506
2007-02-13,66.389999,67.099998,66.370003,66.949997,28.552856,1040722
2007-02-14,67.040001,67.379997,66.809998,66.849998,28.510201,1670935
2007-02-15,66.959999,67.190002,66.650002,67.129997,28.629629,1726200
2007-02-16,66.709999,66.809998,66.430000,66.589996,28.399315,742600
2007-02-20,65.879997,65.980003,65.599998,65.769997,28.049608,968600
2007-02-21,65.760002,66.129997,65.449997,65.989998,28.143436,1146400
2007-02-22,66.220001,66.699997,66.080002,66.599998,28.403587,1285800
2007-02-23,66.830002,67.160004,66.820000,67.059998,28.599762,754600
2007-02-26,67.739998,67.820000,66.690002,67.169998,28.646681,962749
2007-02-27,67.040001,67.500000,65.309998,65.919998,28.113586,1830500
2007-02-28,66.639999,66.750000,64.849998,65.010002,27.725496,4886100
2007-03-01,64.629997,65.949997,64.120003,65.699997,28.019754,2240838
2007-03-02,64.680000,64.930000,64.050003,64.199997,27.380026,1620000
2007-03-05,62.709999,63.669998,62.709999,63.080002,26.902367,1850306
2007-03-06,63.970001,64.660004,63.970001,64.389999,27.461065,4177200
2007-03-07,64.160004,65.519997,64.139999,65.260002,27.832106,2071700
